,name,catagory,symbol,linkQuate,BS_standalone_link,EQUITY SHARE CAPITAL,TOTAL SHARE CAPITAL,RESERVES AND SURPLUS,TOTAL RESERVES AND SURPLUS,TOTAL SHAREHOLDERS FUNDS,LONG TERM BORROWINGS,DEFERRED TAX LIABILITIES [NET],OTHER LONG TERM LIABILITIES,LONG TERM PROVISIONS,TOTAL NON-CURRENT LIABILITIES,SHORT TERM BORROWINGS,TRADE PAYABLES,OTHER CURRENT LIABILITIES,SHORT TERM PROVISIONS,TOTAL CURRENT LIABILITIES,TOTAL CAPITAL AND LIABILITIES,TANGIBLE ASSETS,INTANGIBLE ASSETS,CAPITAL WORK-IN-PROGRESS,OTHER ASSETS,FIXED ASSETS,NON-CURRENT INVESTMENTS,DEFERRED TAX ASSETS [NET],LONG TERM LOANS AND ADVANCES,OTHER NON-CURRENT ASSETS,TOTAL NON-CURRENT ASSETS,CURRENT INVESTMENTS,INVENTORIES,TRADE RECEIVABLES,CASH AND CASH EQUIVALENTS,SHORT TERM LOANS AND ADVANCES,OTHERCURRENTASSETS,TOTAL CURRENT ASSETS,TOTAL ASSETS,CONTINGENT LIABILITIES,RAW MATERIALS,"STORES, SPARES AND LOOSE TOOLS",TRADE/OTHER GOODS,CAPITAL GOODS,EXPENDITURE IN FOREIGN CURRENCY,DIVIDEND REMITTANCE IN FOREIGN CURRENCY,FOB VALUE OF GOODS,OTHER EARNINGS,BONUS EQUITY SHARE CAPITAL,NON-CURRENT INVESTMENTS QUOTED MARKET VALUE,NON-CURRENT INVESTMENTS UNQUOTED BOOK VALUE,CURRENT INVESTMENTS QUOTED MARKET VALUE,CURRENT INVESTMENTS UNQUOTED BOOK VALUE
5,Genus Power,electricals,GENUSPOWER,GPI08,http://www.moneycontrol.com/financials/genuspowerinfrastructures/balance-sheetVI/GPI08#GPI08,25.74,25.74,859.54,859.54,885.28,23.29,0.0,17.33,33.43,74.04,223.86,200.41,43.23,12.51,480.0,1439.33,171.97,1.33,0.78,0.0,174.08,92.14,19.9,28.72,37.22,352.06,162.56,151.2,629.21,105.95,1.38,36.97,1087.27,1439.33,232.46,0.0,0.0,0.0,0.0,381.51,0.0,82.99,0.0,0.0,0.0,75.91,0.0,59.95
6,Hind Rectifiers,electricals,HINDRECTIFIERS,HR01,http://www.moneycontrol.com/financials/hindrectifiers/balance-sheetVI/HR01#HR01,3.31,3.31,92.33,92.33,95.64,15.09,0.0,0.18,4.19,19.46,69.38,39.47,15.74,2.84,127.43,242.53,28.39,4.65,9.12,0.0,51.01,6.1,4.69,0.04,3.7,65.53,0.0,69.27,81.04,3.03,0.01,23.63,176.99,242.53,20.41,35.25,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2.5,0.0,6.1,0.0,0.0
7,Ultra Wiring Co,electricals,ULTRAWIRINGCO,UWC,http://www.moneycontrol.com/financials/ultrawiringconnectivitysystems/balance-sheetVI/UWC#UWC,5.2,5.2,6.6,6.6,11.8,4.68,0.28,0.21,0.14,5.31,0.03,5.25,1.02,0.07,6.36,23.48,5.65,0.0,3.16,0.0,8.81,0.0,0.0,0.19,0.0,8.99,0.0,1.1,10.49,1.63,0.47,0.78,14.48,23.48,0.51,1.71,0.0,0.0,1.23,0.0,0.0,0.0,0.08,3.48,0.0,0.0,0.0,0.0
8,Zicom,electricals,ZICOM,ZSS,http://www.moneycontrol.com/financials/zicomelectronicsecuritysystems/balance-sheetVI/ZSS#ZSS,41.22,41.22,-163.51,-163.51,-122.29,0.0,3.67,0.0,0.08,3.75,126.69,37.16,21.14,0.27,185.26,66.72,14.64,9.13,0.0,0.0,23.77,25.0,0.0,0.07,0.0,48.84,0.0,3.62,11.56,1.02,1.22,0.46,17.88,66.72,777.1,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0
0,ANI Integrated ,engineering,ANIINTEGRATED,AIS02,http://www.moneycontrol.com/financials/aniintegratedservices/balance-sheetVI/AIS02#AIS02,9.69,9.69,28.88,28.88,38.57,0.13,0.0,0.0,0.0,0.13,1.5,1.63,8.08,0.15,11.36,50.06,1.97,0.06,0.0,0.0,2.03,0.0,0.21,1.08,0.0,3.32,0.0,0.0,26.41,1.84,5.22,13.26,46.74,50.06,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,3.22,7.99,0.0,0.0,0.0,0.0
1,Commercial Eng,engineering,COMMERCIALENG,CEB,http://www.moneycontrol.com/financials/commercialengineersandbodybuildersco/balance-sheetVI/CEB#CEB,89.48,89.48,5.96,5.96,95.44,26.9,0.0,0.48,1.25,28.63,20.84,34.41,19.06,1.52,75.82,199.89,110.7,0.36,5.55,0.0,116.8,0.0,0.0,0.56,2.09,119.45,0.0,47.57,11.11,4.5,1.99,15.27,80.44,199.89,47.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.77,0.0,0.0,0.0,0.0
2,Electrotherm,engineering,ELECTROTHERM,EI02,http://www.moneycontrol.com/financials/electrotherm(india)/balance-sheetVI/EI02#EI02,12.74,12.74,-984.17,-984.17,-971.43,1242.66,0.0,3.46,17.36,1263.48,14.57,430.57,1166.75,14.01,1625.9,1917.95,757.1,7.37,26.82,0.0,791.29,45.98,0.0,0.0,48.09,885.36,0.0,477.47,338.31,46.26,0.0,170.55,1032.59,1917.95,402.17,0.0,0.0,0.0,0.0,179.84,0.0,0.0,271.42,0.95,0.0,48.63,0.0,0.0
3,Emkay Taps,engineering,EMKAYTAPS,ETC02,http://www.moneycontrol.com/financials/emkaytapsandcuttingtools/balance-sheetVI/ETC02#ETC02,10.67,10.67,111.09,111.09,121.76,0.0,1.1,0.0,0.0,1.1,3.36,2.34,2.77,4.98,13.45,136.31,21.03,0.0,0.0,0.0,21.03,78.36,0.0,0.14,0.0,99.52,0.0,15.18,13.94,1.37,0.79,5.5,36.79,136.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Hercules Hoists,engineering,HERCULESHOISTS,HH01,http://www.moneycontrol.com/financials/herculeshoists/balance-sheetVI/HH01#HH01,3.2,3.2,334.04,334.04,337.24,0.0,3.38,0.66,0.0,4.03,0.0,9.5,0.8,0.61,10.91,352.18,32.66,0.61,0.02,0.86,34.21,200.05,0.0,0.0,2.25,236.51,25.4,32.38,9.78,3.6,30.7,13.81,115.67,352.18,2.07,0.0,0.0,0.0,0.0,4.21,0.0,0.0,0.0,3.13,0.0,43.07,0.0,25.4
5,Manugraph Ind,engineering,MANUGRAPHIND,MI08,http://www.moneycontrol.com/financials/manugraphindustries/balance-sheetVI/MI08#MI08,6.08,6.08,147.02,147.02,153.1,0.0,13.51,0.07,2.25,15.84,9.11,24.1,15.06,9.23,57.5,226.43,93.83,1.44,0.0,0.0,95.28,1.43,0.0,2.19,17.36,116.25,0.0,62.18,18.05,22.06,0.91,6.98,110.18,226.43,12.75,0.0,0.0,0.0,0.0,0.6,0.0,0.0,47.11,0.0,0.0,1.43,0.0,0.0
6,Mazda,engineering,MAZDA,M14,http://www.moneycontrol.com/financials/mazda/balance-sheetVI/M14#M14,4.01,4.01,127.82,127.82,131.83,0.8,1.74,0.0,0.38,2.93,0.33,18.79,12.74,0.52,32.39,167.14,30.65,2.32,17.04,0.0,50.0,8.14,0.0,0.05,5.77,63.96,19.76,38.11,33.22,9.56,0.03,2.5,103.18,167.14,7.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.14,0.0,19.76,0.0
7,Mcnally Bh Engg,engineering,MCNALLYBHENGG,MBE,http://www.moneycontrol.com/financials/mcnallybharatengineering/balance-sheetVI/MBE#MBE,211.57,266.09,-75.73,-75.73,190.36,67.71,0.0,21.98,2.23,91.92,1984.63,226.33,410.91,1.24,2623.12,2905.4,31.7,20.38,4.62,0.0,56.7,180.27,517.07,0.0,0.16,754.19,0.0,5.27,1385.32,17.69,14.42,728.51,2151.21,2905.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26,116.46,63.81,0.0,0.0
8,Nitiraj Enginee,engineering,NITIRAJENGINEE,NE09,http://www.moneycontrol.com/financials/nitirajengineers/balance-sheetVI/NE09#NE09,10.25,10.25,59.22,59.22,69.47,0.0,0.43,0.0,0.0,0.43,5.35,3.46,0.0,0.0,8.81,78.72,37.53,0.0,0.0,0.0,37.53,0.0,0.0,9.55,0.0,47.08,2.01,14.23,9.72,5.22,0.0,0.46,31.63,78.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,OM Metals Infra,engineering,OMMETALSINFRA,OMM02,http://www.moneycontrol.com/financials/ommetalsinfraprojects/balance-sheetVI/OMM02#OMM02,9.63,9.63,630.35,630.35,639.98,7.0,6.73,47.74,0.0,61.47,72.38,44.68,137.29,0.64,254.99,956.44,70.97,5.02,1.07,51.2,128.26,164.89,0.0,225.39,26.49,545.03,0.0,121.79,95.35,35.36,99.57,59.34,411.41,956.44,515.47,9.77,0.0,0.0,0.0,45.71,0.0,0.0,67.54,4.26,0.01,164.87,0.0,0.0
10,Pitti Engineeri,engineering,PITTIENGINEERI,PL,http://www.moneycontrol.com/financials/pittiengineering/balance-sheetVI/PL#PL,16.03,16.03,191.77,191.77,207.8,67.07,11.07,16.85,4.93,99.93,159.67,96.71,29.05,2.93,288.36,596.09,211.74,35.57,8.26,0.0,255.56,16.41,0.0,0.19,5.61,277.78,0.01,126.5,139.38,14.86,0.0,37.56,318.31,596.09,46.69,15.19,0.82,0.82,5.28,0.0,0.0,210.31,0.0,0.0,0.0,16.41,0.0,0.01
11,Premier,engineering,PREMIER,P10,http://www.moneycontrol.com/financials/premier/balance-sheetVI/P10#P10,30.4,30.4,-301.98,-230.72,-200.32,15.0,0.0,0.0,4.94,19.94,32.75,23.22,413.56,0.9,470.43,290.04,92.07,0.16,2.65,85.97,180.85,0.0,9.75,42.95,0.0,233.54,0.0,0.0,7.22,4.06,24.38,20.84,56.5,290.04,90.22,0.75,0.0,0.0,0.0,0.03,0.0,0.0,0.0,8.08,0.0,0.0,0.0,0.0
12,Quess Corp,engineering,QUESSCORP,QC,http://www.moneycontrol.com/financials/quesscorp/balance-sheetVI/QC#QC,147.51,147.51,2170.97,2170.97,2318.48,0.0,0.0,54.36,112.55,166.91,776.79,55.14,559.38,2.21,1393.52,3878.91,109.67,349.22,0.0,0.0,459.13,1203.61,138.48,135.07,305.12,2241.41,0.0,10.25,474.91,426.63,42.74,682.96,1637.5,3878.91,547.68,0.0,0.0,0.0,0.0,35.63,0.0,0.0,90.6,85.0,0.0,1203.61,0.0,0.0
13,Salasar Techno ,engineering,SALASARTECHNO,STE02,http://www.moneycontrol.com/financials/salasartechnoengineering/balance-sheetVI/STE02#STE02,13.29,13.29,193.26,193.26,206.54,5.22,3.08,0.11,2.33,10.72,159.06,21.45,54.79,0.34,235.64,452.91,91.08,0.0,0.34,0.0,91.42,0.01,0.0,0.0,14.17,105.6,1.49,93.54,215.24,9.06,0.0,27.98,347.3,452.91,119.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.39,0.1,0.0,0.0
14,Skipper,engineering,SKIPPER,S21,http://www.moneycontrol.com/financials/skipper/balance-sheetVI/S21#S21,10.27,10.27,677.31,677.31,687.58,162.71,28.86,1.32,5.76,198.65,263.69,374.39,188.66,0.15,826.89,1713.11,577.96,0.87,10.7,0.0,589.53,9.52,0.0,61.75,1.56,662.35,0.0,492.33,438.12,12.84,3.85,103.62,1050.76,1713.11,26.11,0.0,0.0,0.0,0.0,105.74,0.0,0.0,227.31,0.49,0.0,9.52,0.0,0.0
15,Supreme Enginee,engineering,SUPREMEENGINEE,SE26,http://www.moneycontrol.com/financials/supremeengineering/balance-sheetVI/SE26#SE26,25.0,25.0,28.72,28.72,53.71,16.75,1.4,0.91,0.38,19.44,70.7,76.29,9.65,3.4,160.03,233.18,19.61,0.0,0.0,0.0,19.61,7.2,0.0,1.21,0.8,28.83,0.0,102.72,95.15,3.8,1.88,0.8,204.36,233.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,Technofab Engg,engineering,TECHNOFABENGG,TE13,http://www.moneycontrol.com/financials/technofabengineering/balance-sheetVI/TE13#TE13,10.49,10.49,235.85,235.85,246.34,13.08,0.0,63.59,0.87,77.54,122.61,139.41,47.99,0.62,310.63,634.5,56.11,0.22,0.0,0.0,56.33,10.71,12.45,0.0,11.22,90.72,0.11,21.81,399.23,47.07,0.0,75.58,543.79,634.5,10.79,0.0,0.0,0.0,0.0,31.9,0.0,77.4,0.0,0.0,0.03,10.68,0.0,0.11
17,Thejo Engg,engineering,THEJOENGG,TE09,http://www.moneycontrol.com/financials/thejoengineering/balance-sheetVI/TE09#TE09,3.44,3.44,89.59,89.59,93.66,1.75,0.0,0.0,0.0,1.75,19.92,18.79,19.37,4.5,62.58,157.99,23.56,0.22,0.23,0.0,24.0,21.26,0.52,4.59,0.0,50.37,0.0,22.1,60.49,11.26,13.77,0.0,107.62,157.99,20.28,6.9,0.0,0.0,0.0,6.33,0.0,32.26,0.0,2.06,0.0,21.26,0.0,0.0
18,TIL,engineering,TIL,TIL,http://www.moneycontrol.com/financials/til/balance-sheetVI/TIL#TIL,10.03,10.03,271.02,271.02,281.05,31.95,0.0,0.0,5.35,37.3,230.5,117.79,28.98,1.97,379.24,697.59,123.38,44.01,6.77,0.0,174.16,3.02,42.47,0.0,15.43,235.08,0.04,231.91,210.02,4.57,0.0,15.97,462.51,697.59,44.23,36.15,0.0,0.0,0.0,0.69,0.0,28.54,0.0,0.0,0.0,0.0,0.04,0.0
0,Aakash Explorat,engineeringheavy,AAKASHEXPLORAT,AES01,http://www.moneycontrol.com/financials/aakashexplorationservices/balance-sheetVI/AES01#AES01,10.13,10.13,27.44,27.44,37.57,0.0,0.0,0.0,0.0,0.0,17.3,2.61,7.41,3.3,30.63,68.2,44.44,0.0,0.0,0.0,44.44,0.0,0.0,2.98,0.0,47.43,0.0,0.0,17.33,0.5,0.82,2.13,20.78,68.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Action Const,engineeringheavy,ACTIONCONST,ACE3,http://www.moneycontrol.com/financials/actionconstructionequipment/balance-sheetVI/ACE3#ACE3,22.7,22.7,419.85,419.85,442.54,29.46,14.18,0.0,3.48,47.12,44.67,320.46,95.05,1.35,461.53,951.2,391.69,0.91,18.21,12.22,423.03,27.97,0.0,0.0,14.57,465.57,6.47,270.26,147.26,9.25,0.0,52.38,485.63,951.2,139.49,0.0,0.0,0.0,0.0,115.08,0.0,47.1,0.0,0.0,19.39,8.57,6.47,0.0
2,Eimco Elecon,engineeringheavy,EIMCOELECON,EEI,http://www.moneycontrol.com/financials/eimcoelecon(india)/balance-sheetVI/EEI#EEI,5.77,5.77,310.13,310.13,315.9,2.36,9.81,0.0,0.38,12.55,0.0,17.06,3.6,1.32,21.97,350.42,60.32,14.72,10.72,3.3,89.06,144.47,0.0,0.0,7.31,240.83,8.13,52.7,30.86,6.93,0.0,10.97,109.59,350.42,31.85,0.0,0.0,0.0,0.0,22.1,0.0,2.45,0.0,4.19,6.13,138.59,0.0,152.59
3,Elecon Eng,engineeringheavy,ELECONENG,EEC,http://www.moneycontrol.com/financials/eleconengineeringcompany/balance-sheetVI/EEC#EEC,22.44,22.44,759.82,759.82,782.26,131.31,7.69,27.19,1.99,168.18,203.89,458.1,202.54,21.39,885.93,1836.36,584.7,4.27,0.18,25.6,614.75,119.15,0.0,0.07,80.77,814.74,0.0,228.36,558.99,24.74,13.92,195.62,1021.63,1836.36,524.09,0.0,0.0,0.0,0.0,40.27,0.0,66.73,0.0,15.85,0.59,116.39,0.0,0.0
4,Garden Reach Sh,engineeringheavy,GARDENREACHSH,GRS01,http://www.moneycontrol.com/financials/gardenreachshipbuildersengineers/balance-sheetVI/GRS01#GRS01,114.55,114.55,925.68,925.68,1040.23,0.0,9.54,10.75,76.62,96.91,0.0,546.78,3547.64,152.59,4247.0,5384.15,299.23,4.46,51.52,0.0,355.2,0.0,0.0,0.0,221.29,576.49,54.0,441.02,535.28,2611.31,0.0,1166.04,4807.65,5384.15,4212.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,GMM Pfaudler,engineeringheavy,GMMPFAUDLER,GMM01,http://www.moneycontrol.com/financials/gmmpfaudler/balance-sheetVI/GMM01#GMM01,2.92,2.92,268.16,268.16,271.08,0.0,4.98,17.66,0.0,22.64,11.23,57.78,64.15,4.08,137.24,430.96,103.19,24.06,1.6,0.0,128.89,21.86,0.0,0.0,4.01,154.76,35.66,110.98,59.47,28.95,0.1,41.05,276.21,430.96,92.74,0.0,0.0,0.0,0.0,35.73,0.0,0.0,57.93,1.72,0.0,21.39,0.0,35.66
6,Gujarat Apollo,engineeringheavy,GUJARATAPOLLO,GAI03,http://www.moneycontrol.com/financials/gujaratapolloindustries/balance-sheetVI/GAI03#GAI03,12.66,12.66,245.2,245.2,257.86,0.0,2.72,0.0,0.0,2.72,8.91,3.71,3.32,0.0,15.94,276.52,34.25,0.35,0.0,1.87,36.47,55.8,0.0,0.0,0.04,92.31,0.57,19.52,4.4,5.67,153.39,0.66,184.21,276.52,2.07,0.32,0.0,0.0,0.0,0.09,0.0,6.84,0.0,9.55,0.0,0.0,0.0,0.0
7,Ircon Internati,engineeringheavy,IRCONINTERNATI,II07,http://www.moneycontrol.com/financials/irconinternational/balance-sheetVI/II07#II07,94.05,94.05,4067.08,4067.08,4161.13,1845.92,0.0,655.13,78.66,2579.71,0.0,576.85,5102.35,224.07,5903.27,12644.11,275.81,0.4,0.66,489.02,775.68,1468.52,93.68,1409.68,2131.84,5879.4,0.0,320.66,559.34,2500.88,62.8,3321.03,6764.71,12644.11,2607.79,0.0,0.0,0.0,0.0,525.67,0.0,0.0,540.62,84.64,322.13,1177.07,0.0,0.0
8,Kabra Extrusion,engineeringheavy,KABRAEXTRUSION,KET,http://www.moneycontrol.com/financials/kabraextrusiontechnik/balance-sheetVI/KET#KET,15.95,15.95,216.86,216.86,232.81,15.0,0.0,0.0,1.95,16.95,11.72,44.87,61.21,2.46,120.26,370.02,128.95,5.12,7.23,0.0,141.3,22.2,0.37,0.97,10.0,174.84,20.68,125.21,16.28,6.34,0.54,26.14,195.19,370.02,4.42,0.0,0.0,0.0,0.0,32.05,0.0,0.0,71.84,11.59,20.74,1.46,0.0,0.0
9,Praj Industries,engineeringheavy,PRAJINDUSTRIES,PI17,http://www.moneycontrol.com/financials/prajindustries/balance-sheetVI/PI17#PI17,36.63,36.63,667.72,667.72,704.35,0.0,0.0,13.89,16.16,30.05,0.0,149.25,173.38,5.69,328.31,1062.72,196.25,0.76,2.08,13.69,212.79,197.37,12.64,4.95,8.26,436.01,115.01,72.86,265.72,23.1,0.01,150.0,626.7,1062.72,83.38,0.0,0.0,0.0,0.0,80.4,0.0,0.0,368.7,26.95,139.36,172.57,0.0,0.0
10,Sanghvi Movers,engineeringheavy,SANGHVIMOVERS,SM10,http://www.moneycontrol.com/financials/sanghvimovers/balance-sheetVI/SM10#SM10,8.66,8.66,717.77,717.77,726.42,208.3,16.61,0.0,0.0,224.91,10.51,20.56,108.6,1.35,141.03,1092.36,961.41,0.0,0.0,0.0,961.41,0.0,0.0,0.03,21.32,982.76,0.0,10.63,62.21,3.36,0.11,33.3,109.59,1092.36,436.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Shriram EPC,engineeringheavy,SHRIRAMEPC,SE21,http://www.moneycontrol.com/financials/shriramepc/balance-sheetVI/SE21#SE21,971.53,971.53,205.67,205.67,1177.2,206.23,0.0,181.78,6.13,394.14,452.09,308.12,76.45,5.59,842.25,2413.58,48.88,0.4,0.0,0.0,49.28,1.02,476.24,123.01,283.43,932.98,0.0,3.25,377.44,55.59,0.0,1044.32,1480.6,2413.58,223.36,0.0,0.0,0.0,0.0,5.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,TD Power System,engineeringheavy,TDPOWERSYSTEM,TPS01,http://www.moneycontrol.com/financials/tdpowersystems/balance-sheetVI/TPS01#TPS01,30.93,30.93,420.73,420.73,454.48,0.0,6.5,0.0,4.51,11.01,67.67,132.5,80.56,3.13,283.86,749.35,174.44,1.9,0.65,0.0,176.98,37.72,0.0,11.31,21.33,247.33,0.0,125.86,186.76,140.38,0.0,49.01,502.01,749.35,129.04,0.0,0.0,0.0,0.0,9.15,0.0,165.35,1.41,16.98,20.04,17.78,0.0,0.0
13,TRF,engineeringheavy,TRF,TRF,http://www.moneycontrol.com/financials/trf/balance-sheetVI/TRF#TRF,11.0,34.71,-212.04,-212.04,-177.32,13.07,0.0,3.21,15.52,31.8,230.22,212.42,200.03,18.3,660.97,515.45,21.8,0.75,0.0,0.0,22.55,92.24,0.0,0.0,54.34,169.14,0.0,58.82,220.06,19.65,0.0,47.78,346.31,515.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,5.66,0.43,91.81,0.0,0.0
14,Varroc Engineer,engineeringheavy,VARROCENGINEER,VE08,http://www.moneycontrol.com/financials/varrocengineering/balance-sheetVI/VE08#VE08,13.48,13.48,1104.8,1104.8,1118.29,277.95,35.17,29.21,11.19,353.53,142.08,380.78,197.83,26.53,747.22,2219.03,949.91,46.42,63.52,13.52,1073.37,485.49,0.0,2.82,44.01,1605.68,0.0,232.72,215.75,105.86,5.54,53.48,613.35,2219.03,1597.2,107.3,0.0,0.0,82.06,11.33,0.0,150.05,26.22,9.73,0.0,0.01,0.0,0.0
15,Walchandnagar,engineeringheavy,WALCHANDNAGAR,WI01,http://www.moneycontrol.com/financials/walchandnagarindustries/balance-sheetVI/WI01#WI01,7.61,7.61,261.47,261.47,269.08,159.12,0.0,101.28,13.0,273.4,221.49,87.24,191.29,3.63,503.65,1046.13,331.2,0.98,8.55,1.89,342.62,0.08,0.0,0.0,118.06,460.76,0.0,234.93,198.67,43.07,0.0,108.7,585.37,1046.13,521.83,15.54,0.0,0.0,6.06,8.14,0.0,9.8,3.24,4.96,0.0,0.01,0.0,0.0
16,Windsor,engineeringheavy,WINDSOR,WM01,http://www.moneycontrol.com/financials/windsormachines/balance-sheetVI/WM01#WM01,12.99,12.99,253.77,253.77,269.38,33.86,68.7,0.0,0.0,102.55,3.65,74.62,62.11,2.8,143.18,515.11,340.42,1.59,0.0,0.0,342.0,9.25,0.0,58.81,31.16,441.22,0.0,55.05,6.15,4.42,0.02,8.26,73.89,515.11,51.49,0.0,0.0,0.0,0.0,16.44,0.0,44.45,0.0,3.09,0.0,9.19,0.0,0.0
0,Cummins,engines,CUMMINS,CI02,http://www.moneycontrol.com/financials/cumminsindia/balance-sheetVI/CI02#CI02,55.44,55.44,4119.52,4119.52,4174.96,0.0,80.04,52.05,91.89,223.98,485.36,696.42,216.5,156.83,1555.11,5954.05,1225.82,1.86,80.03,1036.64,2344.35,42.52,0.0,0.0,206.11,2592.98,781.46,572.92,1131.59,453.83,0.0,421.27,3361.07,5954.05,141.42,0.0,0.0,0.0,0.0,1033.91,0.0,1550.25,0.0,53.94,5.17,0.0,0.0,781.46
1,Greaves Cotton,engines,GREAVESCOTTON,GC20,http://www.moneycontrol.com/financials/greavescotton/balance-sheetVI/GC20#GC20,46.24,46.24,841.61,841.61,888.2,0.0,0.0,35.47,0.48,35.95,0.0,279.07,66.19,20.56,365.82,1289.97,256.33,49.24,12.08,0.0,374.14,176.59,7.09,0.0,58.74,616.56,0.0,171.18,238.85,188.23,0.0,75.15,673.41,1289.97,136.12,0.0,0.0,0.0,0.0,78.94,0.0,61.21,0.0,22.01,0.0,176.59,0.0,0.0
2,Kirloskar Ind,engines,KIRLOSKARIND,KOE,http://www.moneycontrol.com/financials/kirloskarindustries/balance-sheetVI/KOE#KOE,9.71,9.71,811.54,811.54,837.69,12.06,1.66,2.52,4.49,20.73,0.0,0.0,7.31,0.0,7.31,865.73,23.48,0.03,0.12,19.02,43.25,175.26,0.0,0.0,73.52,292.03,540.39,0.0,0.0,32.34,0.0,0.97,573.7,865.73,12.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.85,0.0,0.0,0.0,540.39
3,Kirloskar Oil,engines,KIRLOSKAROIL,KOE03,http://www.moneycontrol.com/financials/kirloskaroilengines/balance-sheetVI/KOE03#KOE03,28.92,28.92,1801.32,1801.32,1830.24,0.0,5.16,35.13,34.43,74.72,15.26,348.09,132.09,57.95,553.39,2458.35,341.27,21.0,30.3,0.0,436.67,782.37,0.0,0.05,105.06,1324.15,319.04,300.33,362.83,17.13,0.03,134.84,1134.2,2458.35,169.1,0.0,0.0,0.0,0.0,113.88,0.0,0.0,239.95,0.0,0.0,782.37,0.0,319.04
4,Swaraj Engines,engines,SWARAJENGINES,SE,http://www.moneycontrol.com/financials/swarajengines/balance-sheetVI/SE#SE,12.13,12.13,223.76,223.76,235.89,0.0,4.6,0.0,4.29,8.88,0.0,99.15,6.27,4.84,110.26,355.04,102.33,0.93,4.02,0.23,107.51,0.0,0.0,0.0,4.7,112.21,111.08,37.01,4.14,18.19,0.0,72.4,242.83,355.04,9.83,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,10.35,0.0,0.0,0.0,0.0
0,Aarvee Denim,textilesdenim,AARVEEDENIM,ADE,http://www.moneycontrol.com/financials/aarveedenimandexports/balance-sheetVI/ADE#ADE,23.46,23.46,207.53,207.53,230.99,141.71,16.37,6.16,0.68,164.91,269.73,158.31,16.74,2.12,446.9,842.8,349.45,0.37,0.0,0.57,350.38,0.0,0.0,0.0,2.81,353.19,0.0,221.94,234.61,11.13,0.0,21.92,489.6,842.8,11.83,0.0,0.0,0.0,0.0,3.93,0.0,91.74,0.0,0.0,0.0,0.0,0.0,0.0
1,Arvind,textilesdenim,ARVIND,A18,http://www.moneycontrol.com/financials/arvind/balance-sheetVI/A18#A18,258.77,258.77,2594.92,2594.92,2853.69,1044.91,22.01,74.9,42.16,1183.98,1138.13,1118.31,507.38,13.06,2776.88,6814.55,3256.96,168.0,70.29,35.81,3531.35,525.47,0.0,0.94,38.78,4096.54,0.0,1038.46,898.32,30.12,305.15,445.96,2718.01,6814.55,278.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.94,0.0,525.47,0.0,0.0
2,Nandan Denim,textilesdenim,NANDANDENIM,NE06,http://www.moneycontrol.com/financials/nandandenim/balance-sheetVI/NE06#NE06,48.05,48.05,442.31,442.31,490.36,263.44,15.25,0.19,0.0,278.88,210.63,131.21,98.95,2.59,443.37,1212.61,584.13,0.0,0.0,0.0,584.13,1.21,0.0,0.0,6.44,591.78,0.0,163.11,319.19,26.04,0.0,112.48,620.82,1212.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Bang Overseas,textilesgeneral,BANGOVERSEAS,BO02,http://www.moneycontrol.com/financials/bangoverseas/balance-sheetVI/BO02#BO02,13.56,13.56,67.3,67.3,80.86,5.03,0.0,1.1,0.29,6.42,21.41,26.89,1.36,1.43,51.09,138.37,20.29,0.0,0.0,0.0,20.29,0.92,1.48,0.0,3.7,26.38,0.0,32.69,49.0,6.1,0.0,24.2,111.99,138.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
