,name,catagory,symbol,linkQuate,BS_standalone_link,EQUITY SHARE CAPITAL,TOTAL SHARE CAPITAL,RESERVES AND SURPLUS,TOTAL RESERVES AND SURPLUS,TOTAL SHAREHOLDERS FUNDS,LONG TERM BORROWINGS,DEFERRED TAX LIABILITIES [NET],OTHER LONG TERM LIABILITIES,LONG TERM PROVISIONS,TOTAL NON-CURRENT LIABILITIES,SHORT TERM BORROWINGS,TRADE PAYABLES,OTHER CURRENT LIABILITIES,SHORT TERM PROVISIONS,TOTAL CURRENT LIABILITIES,TOTAL CAPITAL AND LIABILITIES,TANGIBLE ASSETS,INTANGIBLE ASSETS,CAPITAL WORK-IN-PROGRESS,OTHER ASSETS,FIXED ASSETS,NON-CURRENT INVESTMENTS,DEFERRED TAX ASSETS [NET],LONG TERM LOANS AND ADVANCES,OTHER NON-CURRENT ASSETS,TOTAL NON-CURRENT ASSETS,CURRENT INVESTMENTS,INVENTORIES,TRADE RECEIVABLES,CASH AND CASH EQUIVALENTS,SHORT TERM LOANS AND ADVANCES,OTHERCURRENTASSETS,TOTAL CURRENT ASSETS,TOTAL ASSETS,CONTINGENT LIABILITIES,RAW MATERIALS,"STORES, SPARES AND LOOSE TOOLS",TRADE/OTHER GOODS,CAPITAL GOODS,EXPENDITURE IN FOREIGN CURRENCY,DIVIDEND REMITTANCE IN FOREIGN CURRENCY,FOB VALUE OF GOODS,OTHER EARNINGS,BONUS EQUITY SHARE CAPITAL,NON-CURRENT INVESTMENTS QUOTED MARKET VALUE,NON-CURRENT INVESTMENTS UNQUOTED BOOK VALUE,CURRENT INVESTMENTS QUOTED MARKET VALUE,CURRENT INVESTMENTS UNQUOTED BOOK VALUE
1,Bannari A Spg,textilesgeneral,BANNARIASPG,BAS01,http://www.moneycontrol.com/financials/bannariammanspinningmills/balance-sheetVI/BAS01#BAS01,15.75,15.75,290.97,290.97,306.72,184.29,27.0,9.04,0.0,220.33,380.76,112.92,71.05,1.35,566.08,1093.13,567.09,1.53,0.0,0.0,568.62,26.44,0.0,0.0,13.92,608.99,0.0,248.72,164.12,28.24,0.18,42.89,484.14,1093.13,0.0,0.0,0.0,0.0,0.0,88.32,0.0,0.0,143.44,5.25,0.0,0.0,0.0,0.0
2,Bombay Rayon,textilesgeneral,BOMBAYRAYON,BRF,http://www.moneycontrol.com/financials/bombayrayonfashions/balance-sheetVI/BRF#BRF,317.48,317.48,358.07,358.07,724.86,1152.26,0.0,8.43,0.0,1160.69,3223.43,569.28,869.71,5.24,4667.66,6553.21,2225.27,0.84,15.87,0.0,2241.98,146.57,1668.14,129.15,18.9,4204.74,0.0,610.66,1368.42,12.0,1.67,355.72,2348.47,6553.21,221.46,3.23,0.0,0.0,0.0,3.16,0.0,36.63,0.0,4.0,6.85,82.45,0.0,0.0
3,Garware Technic,textilesgeneral,GARWARETECHNIC,GWR,http://www.moneycontrol.com/financials/garwaretechnicalfibres/balance-sheetVI/GWR#GWR,21.88,21.88,751.04,751.05,772.93,0.0,32.49,1.28,8.28,42.04,100.38,199.71,83.03,5.6,388.72,1203.7,239.59,4.9,0.0,0.0,244.5,325.79,0.0,6.28,13.88,590.44,96.72,186.92,214.82,26.55,5.91,82.32,613.25,1203.7,39.24,88.17,0.0,0.0,0.0,30.56,0.0,551.4,0.0,7.0,0.0,323.36,0.0,0.0
4,Globe Textiles,textilesgeneral,GLOBETEXTILES,GTI,http://www.moneycontrol.com/financials/globetextilesindia/balance-sheetVI/GTI#GTI,10.08,10.08,33.0,33.0,43.08,2.59,0.68,0.0,0.72,3.99,55.97,65.39,15.4,1.86,138.62,185.69,18.92,0.0,0.0,0.0,18.92,0.0,0.0,2.39,0.0,21.31,0.0,58.98,96.74,0.17,7.76,0.73,164.38,185.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Jindal Worldwid,textilesgeneral,JINDALWORLDWID,JW01,http://www.moneycontrol.com/financials/jindalworldwide/balance-sheetVI/JW01#JW01,20.05,20.05,355.67,355.67,375.73,138.08,10.9,6.44,0.0,155.43,238.62,257.08,69.05,0.0,564.75,1095.9,285.37,0.0,0.0,0.0,285.37,22.39,0.0,0.0,1.18,308.94,0.16,242.33,425.66,20.36,2.1,96.34,786.96,1095.9,75622.0,0.0,0.0,0.0,0.0,3.17,0.0,222.08,0.0,15.04,0.0,22.39,0.0,0.16
6,PDS Multi,textilesgeneral,PDSMULTI,PDS,http://www.moneycontrol.com/financials/pdsmultinationalfashions/balance-sheetVI/PDS#PDS,26.05,26.05,85.02,85.02,111.07,4.32,0.79,0.92,1.44,7.47,7.34,2.62,16.63,1.35,27.95,146.48,10.3,1.27,0.0,24.01,35.71,101.1,0.0,0.0,0.39,137.2,0.0,0.0,0.8,2.32,0.0,6.17,9.28,146.48,1.48,0.0,0.0,0.0,0.0,0.27,0.0,38.84,0.0,0.0,0.0,101.1,0.0,0.0
7,S P Apparels,textilesgeneral,SPAPPARELS,A,http://www.moneycontrol.com/financials/spapparels/balance-sheetVI/A#A,25.69,25.69,496.33,496.33,522.02,59.1,23.26,13.24,0.0,95.59,148.01,75.2,32.56,8.13,263.91,881.53,437.11,2.49,0.0,0.0,439.6,8.14,0.0,0.06,19.24,467.03,0.0,227.58,85.72,40.89,0.0,60.3,414.5,881.53,6.38,0.0,0.0,0.0,0.0,34.64,0.0,567.75,0.0,0.0,0.0,8.14,0.0,0.0
8,SEL Mgf Company,textilesgeneral,SELMGFCOMPANY,SMC01,http://www.moneycontrol.com/financials/selmanufacturingcompany/balance-sheetVI/SMC01#SMC01,331.35,331.35,-2600.89,-2600.89,-2269.54,1584.98,0.0,0.0,1.36,1586.34,3422.61,68.44,1313.04,5.91,4810.01,4126.81,1506.49,0.0,169.4,0.0,1675.9,2022.21,0.0,0.0,9.46,3707.57,0.0,58.99,42.63,5.08,0.0,312.55,419.24,4126.81,103.07,0.0,0.0,0.0,0.0,6.0,0.0,202.21,0.0,9.48,0.85,2021.36,0.0,0.0
9,STL Global,textilesgeneral,STLGLOBAL,STL05,http://www.moneycontrol.com/financials/stlglobal/balance-sheetVI/STL05#STL05,27.22,27.22,-38.89,-38.89,-11.67,48.16,0.0,29.44,0.46,78.06,0.0,16.11,10.78,0.11,27.01,93.4,18.96,0.0,0.0,0.0,18.96,0.01,0.0,0.0,4.6,23.58,0.0,9.58,58.42,0.56,0.0,1.27,69.83,93.4,1.02,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Sutlej Textiles,textilesgeneral,SUTLEJTEXTILES,STI9,http://www.moneycontrol.com/financials/sutlejtextilesandindustries/balance-sheetVI/STI9#STI9,16.38,16.38,954.62,954.62,971.0,469.55,37.99,22.16,10.41,540.11,285.45,112.72,194.16,14.08,606.41,2117.52,1032.06,2.31,176.42,0.0,1210.79,31.43,0.0,8.48,24.19,1274.89,0.0,460.48,261.23,4.46,0.01,116.45,842.63,2117.52,57.36,0.0,0.0,0.0,0.0,120.12,0.0,0.0,713.43,5.46,0.0,31.43,0.0,0.0
11,TCNS Clothing C,textilesgeneral,TCNSCLOTHINGC,TCC,http://www.moneycontrol.com/financials/tcnsclothingco/balance-sheetVI/TCC#TCC,12.27,12.27,647.71,647.71,659.97,0.0,0.0,306.59,12.24,318.83,0.0,122.29,96.18,0.3,218.78,1197.58,348.09,3.63,2.12,0.0,353.84,0.0,34.97,0.0,96.37,485.18,118.08,330.19,175.62,53.22,0.0,35.29,712.4,1197.58,1.37,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.3,0.0,0.0,0.0,0.0,118.08
0,Indian Card,textilesmachinery,INDIANCARD,ICC01,http://www.moneycontrol.com/financials/indiancardclothing/balance-sheetVI/ICC01#ICC01,4.55,4.55,54.46,54.46,59.01,7.64,0.0,2.23,1.68,11.55,9.79,8.46,4.12,0.29,22.66,93.22,30.74,0.0,0.61,0.0,31.35,6.83,3.75,0.91,10.14,52.98,9.93,9.87,10.13,6.77,0.0,3.53,40.24,93.22,11.98,0.0,0.0,0.0,0.0,6.26,0.0,0.0,14.56,2.62,5.15,1.68,0.0,9.93
1,Lakshmi Machine,textilesmachinery,LAKSHMIMACHINE,LMW,http://www.moneycontrol.com/financials/lakshmimachineworks/balance-sheetVI/LMW#LMW,10.68,10.68,1645.63,1645.63,1656.31,0.0,14.86,68.06,0.0,82.92,0.0,340.7,250.24,11.62,602.56,2341.8,648.78,15.43,29.81,0.0,694.02,112.49,0.0,0.0,271.92,1078.44,88.6,274.16,119.32,619.02,0.0,162.25,1263.36,2341.8,76.89,0.0,0.0,0.0,0.0,135.43,0.0,0.0,314.42,9.65,37.36,75.13,88.6,0.0
0,Century Enka,textilesmanmade,CENTURYENKA,CE,http://www.moneycontrol.com/financials/centuryenka/balance-sheetVI/CE#CE,21.85,21.85,1002.89,1002.89,1024.74,9.74,82.75,10.29,9.85,112.63,0.22,104.05,20.16,2.07,126.5,1263.87,515.45,12.12,3.16,0.0,530.73,3.15,0.0,0.0,13.46,547.34,258.74,232.41,152.36,6.08,0.0,66.94,716.53,1263.87,26.91,0.0,0.0,0.0,0.0,612.07,0.0,0.0,37.93,14.47,3.0,0.15,0.0,258.74
1,CIL Nova Petro,textilesmanmade,CILNOVAPETRO,CIL05,http://www.moneycontrol.com/financials/cilnovapetrochemicals/balance-sheetVI/CIL05#CIL05,27.1,27.1,52.98,52.98,80.08,0.07,0.0,11.18,0.0,11.25,19.45,32.65,7.03,0.63,59.76,151.09,83.73,0.0,3.68,0.0,87.42,0.0,0.0,0.0,1.75,89.16,0.0,20.9,36.09,1.76,0.0,3.17,61.93,151.09,21.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Filatex India,textilesmanmade,FILATEXINDIA,FI06,http://www.moneycontrol.com/financials/filatexindia/balance-sheetVI/FI06#FI06,43.94,43.94,548.89,548.89,594.09,611.45,37.82,30.44,7.24,686.96,57.53,186.03,92.91,3.12,339.59,1621.43,1156.71,0.68,25.1,0.0,1182.5,0.03,0.0,0.59,33.87,1216.99,0.0,171.74,118.65,21.77,1.57,90.72,404.44,1621.43,446.33,0.0,0.0,0.0,0.0,384.92,0.0,283.34,0.0,0.0,0.0,0.03,0.0,0.0
3,JBF Industries,textilesmanmade,JBFINDUSTRIES,JBF,http://www.moneycontrol.com/financials/jbfindustries/balance-sheetVI/JBF#JBF,81.87,81.87,297.59,297.59,379.46,0.0,0.0,10.65,11.51,22.16,1820.21,144.09,1255.88,8.13,3228.31,3629.93,1291.37,0.0,0.0,0.0,1291.37,423.73,0.0,0.0,202.23,1917.33,0.0,306.31,281.96,18.41,838.43,267.49,1712.6,3629.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Sumeet Ind,textilesmanmade,SUMEETIND,SI45,http://www.moneycontrol.com/financials/sumeetindustries/balance-sheetVI/SI45#SI45,103.64,133.64,-75.46,-75.46,58.19,9.65,48.36,2.8,0.0,60.8,382.62,50.96,130.55,0.0,564.13,683.12,275.93,0.0,0.0,0.0,275.93,26.5,0.0,15.13,26.69,344.26,0.0,170.11,71.28,0.51,0.0,96.96,338.87,683.12,24.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,26.44,0.0,0.0
5,Vardhman Acryli,textilesmanmade,VARDHMANACRYLI,VA08,http://www.moneycontrol.com/financials/vardhmanacrylics/balance-sheetVI/VA08#VA08,80.36,80.36,275.06,275.06,355.42,0.0,10.56,0.09,0.57,11.22,1.42,54.34,30.82,0.08,86.66,453.3,63.85,0.0,0.0,0.0,63.85,63.1,0.0,0.0,20.45,147.4,96.91,60.47,9.5,124.59,0.02,14.41,305.9,453.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,AYM Syntex,textilesprocessing,AYMSYNTEX,WS01,http://www.moneycontrol.com/financials/aymsyntex/balance-sheetVI/WS01#WS01,49.98,49.98,292.56,292.56,343.48,164.07,0.0,9.96,0.0,174.03,61.2,187.16,48.95,0.0,297.31,814.82,439.95,0.46,7.12,0.0,447.53,0.0,35.9,0.0,7.26,490.69,0.0,128.9,113.97,22.64,0.5,58.13,324.13,814.82,34.85,0.0,0.0,0.0,0.0,329.16,0.0,0.0,403.78,0.15,0.0,0.0,0.0,0.0
1,Bombay Dyeing,textilesprocessing,BOMBAYDYEING,BDM,http://www.moneycontrol.com/financials/bombaydyeingandmanufacturingcompany/balance-sheetVI/BDM#BDM,41.31,41.31,17.85,17.85,59.16,3336.59,0.0,9.55,14.48,3360.62,784.08,308.68,237.08,60.09,1389.93,4809.71,516.54,0.66,1.23,3.59,522.02,376.43,532.1,5.74,55.21,1491.5,0.0,2423.77,728.24,45.53,0.47,120.2,3318.21,4809.71,331.78,0.0,0.0,0.0,0.0,550.6,0.0,0.0,369.94,21.02,374.57,188.94,0.0,0.0
2,Ganesha Ecosph,textilesprocessing,GANESHAECOSPH,GP01,http://www.moneycontrol.com/financials/ganeshaecosphere/balance-sheetVI/GP01#GP01,21.83,21.83,455.86,455.86,477.69,52.13,17.13,4.4,7.19,80.84,31.39,34.12,40.3,1.43,107.25,665.77,289.11,1.86,2.13,0.0,293.09,10.0,0.0,9.92,6.78,319.79,83.22,144.81,97.37,4.7,0.01,15.87,345.98,665.77,10.05,0.0,0.0,0.0,0.0,72.77,0.0,58.82,0.0,0.0,0.0,0.0,0.0,83.22
3,Lux Industries,textilesprocessing,LUXINDUSTRIES,LHI,http://www.moneycontrol.com/financials/luxindustries/balance-sheetVI/LHI#LHI,5.3,5.3,493.39,493.39,498.69,6.39,5.39,9.67,3.87,25.32,119.13,142.83,39.93,0.68,302.57,826.58,135.81,0.18,0.76,0.0,136.76,4.61,0.0,0.0,6.61,147.97,0.0,321.03,306.74,1.35,0.56,48.94,678.61,826.58,29.45,0.0,0.0,0.0,0.0,10.37,0.0,130.31,0.0,0.0,0.0,4.61,0.0,0.0
4,Raj Rayon Ind,textilesprocessing,RAJRAYONIND,RR01,http://www.moneycontrol.com/financials/rajrayonindustries/balance-sheetVI/RR01#RR01,34.65,34.65,-605.46,-605.46,-570.81,24.0,0.0,0.0,0.0,24.0,685.39,0.87,51.59,0.0,737.85,191.04,161.19,0.0,0.0,0.0,161.19,0.1,0.0,0.0,10.62,171.9,0.0,0.6,14.89,0.02,0.01,3.61,19.14,191.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Sarla Performan,textilesprocessing,SARLAPERFORMAN,SPF01,http://www.moneycontrol.com/financials/sarlaperformancefibers/balance-sheetVI/SPF01#SPF01,8.35,8.35,343.74,343.74,352.09,65.88,27.69,0.07,1.23,94.87,68.69,7.9,64.65,0.83,142.07,589.03,219.15,0.0,0.0,0.0,219.94,101.84,0.0,4.77,33.34,359.89,0.26,38.13,97.51,68.24,0.25,24.75,229.14,589.03,19.41,0.0,0.0,0.0,0.0,58.72,0.0,180.68,0.0,0.0,0.0,86.04,15.8,0.0
6,Weizmann,textilesprocessing,WEIZMANN,W02,http://www.moneycontrol.com/financials/weizmann/balance-sheetVI/W02#W02,17.27,17.27,38.21,38.21,55.48,0.79,1.56,0.12,0.0,2.48,17.55,15.92,2.31,0.22,36.0,93.96,23.24,0.02,1.59,0.0,24.85,31.8,0.0,0.0,14.05,70.69,0.53,7.11,12.65,2.0,0.17,0.81,23.27,93.96,1.69,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.47,1.75,0.0,31.8,0.0,0.0
0,Celebrity Fash,textilesreadymadeapparels,CELEBRITYFASH,CFL04,http://www.moneycontrol.com/financials/celebrityfashions/balance-sheetVI/CFL04#CFL04,47.77,47.77,-38.1,-38.1,9.67,26.74,0.0,11.89,0.0,38.63,41.09,21.82,27.68,6.19,96.78,145.08,39.24,0.06,0.0,0.0,39.3,0.0,0.0,3.1,3.3,45.7,0.0,57.26,29.57,3.3,0.21,9.04,99.38,145.08,77.11,41.11,0.0,0.0,0.0,0.16,0.0,190.36,0.0,6.54,0.0,0.0,0.0,0.0
1,Dollar Ind,textilesreadymadeapparels,DOLLARIND,DI29,http://www.moneycontrol.com/financials/dollarindustries/balance-sheetVI/DI29#DI29,11.34,11.34,453.6,453.6,464.95,3.31,0.0,5.41,3.97,12.69,204.99,120.34,20.78,0.07,346.19,823.83,74.28,0.04,14.05,0.0,88.38,10.62,1.31,0.72,7.79,108.83,0.0,304.97,360.09,6.19,0.34,43.41,715.0,823.83,1.2,0.0,0.0,0.0,0.0,30.95,0.0,56.22,0.0,0.0,0.0,0.62,0.0,0.0
2,Gokaldas Export,textilesreadymadeapparels,GOKALDASEXPORT,GE05,http://www.moneycontrol.com/financials/gokaldasexports/balance-sheetVI/GE05#GE05,21.41,21.41,207.25,207.25,228.66,0.0,0.0,28.66,4.51,33.17,390.95,113.77,172.67,0.0,677.38,939.22,169.01,2.2,0.79,0.0,172.0,19.88,0.74,33.98,152.75,379.35,35.51,286.3,143.53,12.23,0.0,82.29,559.87,939.22,649.5,0.0,0.0,0.0,0.0,199.64,0.0,0.0,1058.9,0.0,0.0,21.91,0.0,0.0
3,Gretex Industri,textilesreadymadeapparels,GRETEXINDUSTRI,GI33,http://www.moneycontrol.com/financials/gretexindustries/balance-sheetVI/GI33#GI33,4.21,4.21,-0.41,-0.41,3.8,0.02,0.0,0.0,0.0,0.02,0.02,1.35,0.11,0.0,1.48,5.31,0.79,0.0,0.0,0.0,0.79,0.0,0.1,0.02,0.0,0.91,0.0,1.68,1.44,0.63,0.65,0.0,4.4,5.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Indian Terrain,textilesreadymadeapparels,INDIANTERRAIN,ITF,http://www.moneycontrol.com/financials/indianterrainfashions/balance-sheetVI/ITF#ITF,7.59,7.59,208.53,208.53,216.12,0.78,0.63,88.57,0.0,89.98,41.53,105.63,47.59,2.44,197.19,503.29,126.13,2.36,0.0,0.0,128.49,0.0,0.0,11.45,0.81,140.75,21.06,76.78,251.38,2.66,2.07,8.59,362.54,503.29,27.57,0.0,0.0,0.0,0.0,44.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.06
5,Integra Garment,textilesreadymadeapparels,INTEGRAGARMENT,IGT,http://www.moneycontrol.com/financials/integragarmentsandtextiles/balance-sheetVI/IGT#IGT,10.9,10.9,-40.49,-40.49,-29.59,0.03,0.0,0.0,0.0,0.03,28.45,0.02,1.44,0.0,29.91,0.35,0.18,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.18,0.0,0.01,0.1,0.06,0.0,0.0,0.17,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Jet Knitwears,textilesreadymadeapparels,JETKNITWEARS,JK,http://www.moneycontrol.com/financials/jetknitwears/balance-sheetVI/JK#JK,4.41,4.41,11.98,11.98,16.39,0.63,0.0,0.0,0.14,0.77,9.55,5.15,1.51,0.58,16.8,33.96,2.52,0.0,0.0,0.0,2.52,0.0,0.12,0.0,0.0,2.64,0.0,9.63,18.69,0.73,2.13,0.14,31.32,33.96,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Kitex Garments,textilesreadymadeapparels,KITEXGARMENTS,KG01,http://www.moneycontrol.com/financials/kitexgarments/balance-sheetVI/KG01#KG01,6.65,6.65,668.51,668.51,675.16,0.0,6.85,5.8,10.07,22.71,96.13,47.32,23.69,3.36,170.5,868.37,169.25,0.2,20.31,0.0,190.08,35.36,0.0,0.0,88.16,313.6,0.0,130.33,251.57,106.55,0.0,66.32,554.77,868.37,55.4,0.0,0.0,0.0,0.0,72.47,0.0,0.0,588.81,1.9,0.02,35.34,0.0,0.0
8,KPR Mill,textilesreadymadeapparels,KPRMILL,M15,http://www.moneycontrol.com/financials/kprmill/balance-sheetVI/M15#M15,34.41,34.41,1470.47,1470.47,1504.88,66.59,47.27,0.07,0.0,113.93,398.76,105.74,63.89,0.0,568.39,2187.2,865.51,1.05,5.79,0.0,872.35,82.96,0.0,3.52,39.33,998.16,7.01,494.37,351.27,147.04,0.0,189.35,1189.04,2187.2,683.17,0.0,0.0,0.0,0.0,591.27,0.0,1182.46,0.0,14.79,0.0,82.96,0.0,0.0
9,Lovable Lingeri,textilesreadymadeapparels,LOVABLELINGERI,LL04,http://www.moneycontrol.com/financials/lovablelingerie/balance-sheetVI/LL04#LL04,14.8,14.8,152.62,152.62,167.42,7.5,8.74,0.0,2.06,18.29,1.04,13.8,3.34,0.88,19.06,204.78,18.45,4.54,4.31,0.0,27.3,58.24,0.0,3.87,0.61,90.02,0.0,54.41,37.82,11.96,5.49,5.08,114.76,204.78,1.13,0.28,0.0,0.0,0.0,0.05,0.0,0.0,0.0,9.75,0.0,10.0,0.0,0.0
10,Monte Carlo,textilesreadymadeapparels,MONTECARLO,MC05,http://www.moneycontrol.com/financials/montecarlofashions/balance-sheetVI/MC05#MC05,20.73,20.73,524.44,524.44,545.17,16.31,0.0,88.42,1.93,106.66,15.44,167.36,73.55,2.26,258.61,910.44,227.64,0.58,2.49,0.0,230.7,35.71,7.92,4.03,18.74,297.1,97.94,216.18,252.17,12.77,0.56,33.72,613.34,910.44,0.21,0.0,0.0,0.0,0.0,55.81,0.0,0.0,0.0,8.72,35.71,0.0,97.94,0.0
11,Page Industries,textilesreadymadeapparels,PAGEINDUSTRIES,PI35,http://www.moneycontrol.com/financials/pageindustries/balance-sheetVI/PI35#PI35,11.15,11.15,808.73,808.73,819.88,20.06,0.21,116.19,0.0,136.45,6.78,93.83,428.67,27.33,556.61,1512.94,402.22,3.31,28.73,0.0,434.26,0.0,0.0,0.0,64.14,498.4,0.0,718.57,73.78,116.92,0.0,105.29,1014.54,1512.94,58.45,0.0,0.0,0.0,0.0,268.6,0.0,11.9,0.0,7.31,0.0,0.0,0.0,0.0
12,Pearl Global In,textilesreadymadeapparels,PEARLGLOBALIN,HPF01,http://www.moneycontrol.com/financials/pearlglobalindustries/balance-sheetVI/HPF01#HPF01,21.66,21.66,284.22,284.22,305.88,53.84,2.48,60.58,8.81,125.72,152.51,91.31,37.99,0.57,282.39,713.99,131.73,0.85,2.33,73.93,208.84,118.71,0.0,5.05,45.2,377.8,6.93,147.93,97.4,29.91,3.26,50.76,336.19,713.99,12.72,0.0,0.0,0.0,0.0,7.84,0.0,741.3,1.28,9.33,8.34,0.02,0.0,0.0
13,Poddar Housing ,textilesreadymadeapparels,PODDARHOUSING,W13,http://www.moneycontrol.com/financials/poddarhousinganddevelopment/balance-sheetVI/W13#W13,6.32,6.32,193.59,193.59,199.9,205.67,0.0,0.2,0.0,205.88,12.8,28.43,81.57,0.0,122.81,528.59,3.78,0.7,0.0,0.38,4.87,1.43,8.53,23.97,66.16,104.97,1.53,376.21,5.12,8.81,0.25,31.7,423.62,528.59,1.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.24,0.0,1.43,1.53,0.0
14,Soril Infra Res,textilesreadymadeapparels,SORILINFRARES,IRS01,http://www.moneycontrol.com/financials/sorilinfraresources/balance-sheetVI/IRS01#IRS01,31.5,31.5,195.28,195.28,226.78,25.88,0.0,4.75,3.0,33.63,279.55,28.01,40.12,0.04,347.72,608.13,179.83,0.81,0.0,0.0,180.64,119.39,0.36,0.21,12.56,313.16,0.0,13.09,69.34,5.7,194.62,12.22,294.97,608.13,25.73,0.0,2.9,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.39,0.0,0.0
15,SPL Industries,textilesreadymadeapparels,SPLINDUSTRIES,SPL9,http://www.moneycontrol.com/financials/splindustries/balance-sheetVI/SPL9#SPL9,29.0,29.0,74.08,99.91,128.91,0.0,0.0,0.01,0.54,0.55,4.0,7.92,0.87,0.24,13.03,142.49,49.09,0.0,0.0,0.0,49.09,0.0,1.08,0.0,7.5,57.67,0.0,2.32,31.7,46.01,0.0,4.79,84.82,142.49,4.58,0.0,0.0,0.0,0.0,0.01,0.0,0.0,108.8,10.0,0.0,0.0,0.0,0.0
16,VIP Clothing,textilesreadymadeapparels,VIPCLOTHING,MI53,http://www.moneycontrol.com/financials/vipclothing/balance-sheetVI/MI53#MI53,16.52,16.52,120.07,120.07,136.59,0.15,16.92,10.02,1.03,28.11,78.58,20.75,4.22,4.05,107.6,272.31,39.81,69.42,0.0,0.0,109.23,0.0,0.0,0.0,1.37,110.6,0.0,92.37,48.62,4.47,0.39,15.85,161.7,272.31,14.95,0.0,0.0,0.0,0.0,1.21,0.0,0.0,14.19,7.15,0.0,0.0,0.0,0.0
17,Visagar Polytex,textilesreadymadeapparels,VISAGARPOLYTEX,VP10,http://www.moneycontrol.com/financials/visagarpolytex/balance-sheetVI/VP10#VP10,29.27,29.27,-9.11,-9.11,20.16,10.05,0.0,0.0,0.0,10.05,0.0,3.12,0.28,0.29,3.68,33.9,5.55,0.0,0.0,0.0,5.55,0.0,0.13,0.0,0.0,5.68,0.0,9.18,17.07,0.2,0.0,1.77,28.22,33.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,Zodiac Clothing,textilesreadymadeapparels,ZODIACCLOTHING,ZCC,http://www.moneycontrol.com/financials/zodiacclothingcompany/balance-sheetVI/ZCC#ZCC,22.48,22.48,202.52,202.52,225.0,72.91,0.0,0.0,0.0,72.91,68.33,22.6,15.97,1.34,108.24,406.15,109.99,73.46,1.87,7.45,192.76,27.29,15.72,9.31,15.1,260.18,1.65,88.22,15.98,5.95,9.01,25.15,145.97,406.15,15.96,0.0,0.0,0.0,0.0,33.5,0.0,0.0,104.32,14.8,6.42,23.27,0.0,1.65
0,Ambika Cotton,textilesspinningcottonblended,AMBIKACOTTON,ACM04,http://www.moneycontrol.com/financials/ambikacottonmills/balance-sheetVI/ACM04#ACM04,5.73,5.73,500.34,500.34,506.07,0.0,24.4,5.67,0.0,30.07,69.43,9.43,11.19,0.0,90.05,626.18,246.39,0.0,6.18,0.0,252.57,0.0,0.0,0.0,11.52,264.09,0.2,302.74,18.13,7.22,0.0,33.81,362.1,626.18,57.19,0.0,0.0,0.0,0.0,294.35,0.0,429.54,0.0,2.96,0.0,0.0,0.13,0.0
1,Ashima,textilesspinningcottonblended,ASHIMA,A10,http://www.moneycontrol.com/financials/ashima/balance-sheetVI/A10#A10,53.17,59.23,30.58,30.58,89.81,15.59,0.0,0.88,0.0,16.47,0.0,38.54,12.85,1.47,52.86,297.63,138.35,0.26,0.69,0.0,139.3,3.52,0.0,0.0,9.55,152.37,12.76,58.38,16.48,17.27,20.04,20.33,145.26,297.63,101.6,0.0,0.0,0.0,0.0,1.74,0.0,38.03,0.0,0.54,0.0,3.52,0.0,12.76
2,DCM,textilesspinningcottonblended,DCM,DCM,http://www.moneycontrol.com/financials/dcm/balance-sheetVI/DCM#DCM,18.68,18.68,-4.47,-4.47,14.2,0.92,0.0,5.5,8.6,15.03,22.39,55.62,22.08,1.5,101.59,130.82,58.67,0.34,0.07,0.0,59.07,33.41,0.0,1.85,16.15,110.49,0.0,13.51,0.7,1.65,0.26,4.21,20.33,130.82,11.01,0.0,0.0,0.0,0.0,11.77,0.0,0.0,18.5,3.52,0.0,33.41,0.0,0.0
